anchor_date,gate_patch_2,gate_patch_4,gate_patch_8,gate_patch_10,gate_patch_12
2025-07-31,0.34071466,0.22457153,0.14003153,0.094220564,0.2004617
2025-08-01,0.38106304,0.20901726,0.14804919,0.06292535,0.1989452
2025-08-04,0.14863719,0.2497391,0.19732821,0.12824233,0.27605313
2025-08-05,0.19787319,0.35740992,0.16844195,0.12667242,0.14960246
2025-08-06,0.3733668,0.124401584,0.19447385,0.15510571,0.15265204
2025-08-07,0.17135528,0.25945756,0.14696221,0.23153704,0.19068798
2025-08-08,0.1398439,0.29524377,0.11016985,0.20383765,0.25090477
2025-08-11,0.1800686,0.30242646,0.1983444,0.11261658,0.20654401
2025-08-12,0.4440382,0.2068319,0.1470565,0.05467295,0.1474004
2025-08-13,0.40564477,0.11090227,0.22255054,0.068418264,0.19248423
2025-08-14,0.24052148,0.23441678,0.17156589,0.14012074,0.21337508
2025-08-15,0.14346103,0.09807801,0.3901419,0.1994477,0.16887134
2025-08-18,0.08298427,0.20303924,0.112569764,0.26877883,0.33262783
2025-08-19,0.05797348,0.3397095,0.11484833,0.29487914,0.19258952
2025-08-20,0.17584334,0.34553823,0.11558358,0.23804133,0.1249935
2025-08-21,0.2773868,0.2894567,0.096390024,0.14946182,0.18730459
2025-08-22,0.33195165,0.32757473,0.08918052,0.059835438,0.19145761
2025-08-25,0.41120893,0.27606285,0.12882118,0.029904027,0.15400298
2025-08-26,0.45714048,0.23335175,0.15604872,0.020317538,0.1331416
2025-08-27,0.6137804,0.06308566,0.20540293,0.026616132,0.09111485
2025-08-28,0.43984625,0.056424923,0.29949957,0.106709875,0.097519375
2025-08-29,0.05373621,0.077899836,0.21150947,0.4589955,0.19785902
2025-09-02,0.021785054,0.06269857,0.20643412,0.48690128,0.22218089
2025-09-03,0.03435387,0.08168592,0.21735242,0.4292954,0.23731239
2025-09-04,0.022463422,0.058868594,0.15166362,0.46450654,0.30249786
2025-09-05,0.031594243,0.1361247,0.13682674,0.5065566,0.18889779
2025-09-08,0.028000915,0.16260429,0.10592878,0.49431545,0.20915058
2025-09-09,0.09689806,0.3506959,0.08600856,0.26130193,0.20509554
2025-09-10,0.3006323,0.25686643,0.13191307,0.108094335,0.20249388
2025-09-11,0.27348027,0.33267447,0.11003408,0.06637688,0.21743424
2025-09-12,0.39150557,0.27646393,0.11539528,0.042689335,0.17394596
2025-09-15,0.47251213,0.15299588,0.21652766,0.034798887,0.1231655
2025-09-16,0.47992703,0.139725,0.16224463,0.08220032,0.13590299
2025-09-17,0.18229042,0.14601484,0.23475024,0.19095546,0.2459891
2025-09-18,0.07712699,0.21951474,0.099663705,0.32520154,0.27849302
