anchor_date,gate_patch_2,gate_patch_4,gate_patch_8,gate_patch_12
2025-06-02,0.07369933,0.21069703,0.31761646,0.39798716
2025-06-03,0.12162382,0.14305203,0.32003537,0.41528872
2025-06-04,0.11039911,0.16198038,0.24152859,0.48609188
2025-06-05,0.12092606,0.09350792,0.54297876,0.24258722
2025-06-06,0.09545499,0.18322314,0.35485172,0.3664702
2025-06-09,0.21720035,0.09449204,0.35360005,0.33470756
2025-06-10,0.11727397,0.22024839,0.34278116,0.31969643
2025-06-11,0.13406602,0.19753785,0.1790997,0.4892964
2025-06-12,0.11679381,0.09875528,0.5630539,0.22139704
2025-06-13,0.057688005,0.17527246,0.44355464,0.32348493
2025-06-16,0.19061853,0.16909808,0.17651431,0.46376914
2025-06-17,0.22041957,0.1043571,0.42792597,0.24729735
2025-06-18,0.15239443,0.18261923,0.27924594,0.38574037
2025-06-20,0.11626549,0.13832413,0.2537906,0.49161986
2025-06-23,0.17766058,0.104024805,0.29262224,0.4256924
2025-06-24,0.13204056,0.17712587,0.23243845,0.45839518
2025-06-25,0.12910475,0.12448955,0.30273807,0.44366765
2025-06-26,0.15525591,0.09298295,0.5420986,0.20966254
2025-06-27,0.09833528,0.20224983,0.4513246,0.2480903
2025-06-30,0.08627896,0.0988908,0.43414444,0.3806858
2025-07-01,0.15277466,0.115733735,0.5218503,0.20964134
2025-07-02,0.044470925,0.076473705,0.7327247,0.14633061
2025-07-03,0.07404939,0.19026603,0.42904088,0.30664372
2025-07-07,0.156183,0.08369341,0.37190115,0.38822237
2025-07-08,0.17212908,0.08165517,0.44018957,0.3060262
2025-07-09,0.1277441,0.16855174,0.20917487,0.49452934
2025-07-10,0.15540834,0.11181401,0.21512337,0.51765424
2025-07-11,0.19610411,0.09211852,0.26942855,0.44234875
2025-07-14,0.1634819,0.13756378,0.14026348,0.55869085
2025-07-15,0.21619113,0.12550019,0.10330382,0.5550049
2025-07-16,0.15140045,0.11133573,0.45708966,0.28017417
2025-07-17,0.04831112,0.11413488,0.6702349,0.16731912
2025-07-18,0.10288066,0.19652288,0.39161336,0.3089831
2025-07-21,0.07302085,0.115952946,0.5372988,0.27372742
2025-07-22,0.12335914,0.15747848,0.44733337,0.271829
2025-07-23,0.08170212,0.13438703,0.3737131,0.41019776
2025-07-24,0.20975424,0.11017332,0.39327067,0.28680184
2025-07-25,0.09816342,0.17917392,0.11661856,0.6060441
2025-07-28,0.14710467,0.07843477,0.4471299,0.3273306
2025-07-29,0.10838856,0.1821218,0.47201627,0.23747332
2025-07-30,0.07683297,0.26810166,0.17822823,0.4768371
2025-07-31,0.13117133,0.120807156,0.22852209,0.5194994
2025-08-01,0.16570252,0.1313694,0.1616056,0.54132247
2025-08-04,0.14485423,0.106372334,0.4620901,0.2866833
2025-08-05,0.056471992,0.1500982,0.5524479,0.2409819
2025-08-06,0.16033952,0.18311773,0.20920049,0.44734222
2025-08-07,0.23698385,0.12961388,0.28536317,0.34803912
2025-08-08,0.1068555,0.10219177,0.5014549,0.28949785
2025-08-11,0.06988424,0.11975934,0.46010542,0.350251
2025-08-12,0.16117136,0.15649283,0.15118621,0.53114957
2025-08-13,0.19429138,0.112843655,0.3061031,0.3867618
2025-08-14,0.063771516,0.11629275,0.63169366,0.18824205
2025-08-15,0.10107057,0.19382225,0.30634987,0.3987573
2025-08-18,0.12844138,0.14806557,0.28478512,0.43870798
2025-08-19,0.1481155,0.0869518,0.6106925,0.15424019
2025-08-20,0.053592507,0.20264046,0.37994555,0.3638215
2025-08-21,0.1385435,0.16516353,0.1807971,0.51549584
2025-08-22,0.17686233,0.09603763,0.24932167,0.47777838
2025-08-25,0.13913193,0.16113605,0.27759877,0.42213318
2025-08-26,0.12837109,0.13627362,0.3513877,0.38396746
2025-08-27,0.13548833,0.18031406,0.22268921,0.4615084
